context,response,label,explanation
제품의 내구성에 대한 고객 불만 리뷰,사고 나서 처음 사용했는데 큰 사이즈의 용기가 금이 가서 내구성이 좋지 않은 것 같습니다.,Non-Sarcasm,제품의 내구성 문제를 직접적으로 언급하며 사실을 전달하고 있어 풍자가 아닙니다.
퍼즐 게임의 품질에 대한 실망스러운 리뷰,이 게임 제목의 자신감은 어디서 나오는 건지 궁금하네요.,Sarcasm,게임의 제목이 과장되어 실제 게임 품질과 맞지 않음을 비꼬고 있기 때문에 풍자입니다.
퍼즐 게임의 품질에 대한 실망스러운 리뷰,게임의 내용이 제목에서 기대한 것만큼 뛰어나지 않습니다.,Non-Sarcasm,"게임의 실망스러운 점을 제목과 비교하여 직접적으로 설명하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
타인과는 상관없이 개인이나 특정 그룹 간에 벌어지는 갈등이나 문제를 의미하는 표현,우린 그냥 팝콘 먹으며 구경하면 되겠네요.,Sarcasm,"갈등에 대해 무관심한 태도를 보이며, 이를 마치 흥미로운 구경거리로 묘사하여 풍자적인 느낌을 줍니다."
타인과는 상관없이 개인이나 특정 그룹 간에 벌어지는 갈등이나 문제를 의미하는 표현,그들 사이에서 벌어지는 문제라 우리와는 상관이 없습니다.,Non-Sarcasm,"갈등이 특정 그룹 내부의 문제임을 명시적으로 언급하고, 직접적인 관여가 없음을 설명하므로 풍자가 아닙니다."
게임의 성능 문제와 특정 적 캐릭터에 대한 불만 리뷰,"이 게임은 정말 '팅김'의 대명사네요, 마법 쓰는 적이 등장하면 바로 '안녕'이죠.",Sarcasm,"게임의 튕김 현상을 강조하며, 이를 과장된 표현으로 비꼬는 방식이기 때문에 풍자입니다."
게임의 성능 문제와 특정 적 캐릭터에 대한 불만 리뷰,"게임이 자주 튕기고, 특히 여러 팔을 가진 적이 등장할 때마다 마법을 쓰면 100% 튕깁니다.",Non-Sarcasm,"게임의 튕김 현상과 특정 적 캐릭터에 대한 직접적인 불만을 표현하고 있으며, 사실을 그대로 전달하고 있어 풍자가 아닙니다."
제품 교환 과정에 대한 리뷰 및 제품 품질에 대한 불만,"교환 과정은 복잡했지만, 제품은 기대 이하라니, 기대하는 게 잘못이었나 봐요.",Sarcasm,교환 과정의 복잡함과 제품의 품질을 비꼬는 방식으로 기대를 낮추는 표현이기 때문에 풍자입니다.
제품 교환 과정에 대한 리뷰 및 제품 품질에 대한 불만,"사이즈가 맞지 않아 교환을 했고, 과정이 복잡했지만 문제없이 받았습니다. 그러나 제품 품질은 기대에 미치지 못했습니다.",Non-Sarcasm,"교환 과정과 제품 품질에 대한 사실을 명확하게 전달하고 있으며, 비꼬거나 과장된 표현이 없기 때문에 풍자가 아닙니다."
제품 색상에 대한 기대와 실제 색상 차이에 대한 아쉬움 표현,"라이트그레이가 이렇게 하늘색일 줄이야, 색상 이름 참 창의적이네요!",Sarcasm,색상 이름을 비꼬면서 실제 색상이 기대와 다르다는 점을 풍자적으로 표현하고 있습니다.
제품 색상에 대한 기대와 실제 색상 차이에 대한 아쉬움 표현,라이트그레이 색상이 기대했던 그레이보다 하늘색에 가까워 아쉽습니다.,Non-Sarcasm,"색상 차이에 대한 아쉬움을 직접적으로 표현하고 있으며, 비꼬는 요소가 없습니다."
음식의 맛에 대한 부정적인 리뷰,냉동실에 보관해서 나중에 잊어버리기 딱 좋겠네요.,Sarcasm,음식을 얼려두고 잊어버린다는 상황을 과장하여 맛이 좋지 않다는 점을 비꼬고 있기 때문에 풍자입니다.
음식의 맛에 대한 부정적인 리뷰,"맛이 별로여서 얼려두었지만, 먹고 싶은 생각이 들지 않습니다.",Non-Sarcasm,"음식의 맛이 좋지 않아 먹고 싶지 않다는 점을 직접적으로 표현하고 있으며, 풍자적 요소가 없습니다."
꽃의 크기와 색상에 대한 고객 불만 리뷰,이 꽃들은 사진 속에서 마법처럼 커지기라도 했나요? 색상도 완전히 다른데요!,Sarcasm,사진과 실제 꽃의 차이를 비꼬며 과장된 표현을 사용하여 불만을 전달하고 있기 때문에 풍자입니다.
꽃의 크기와 색상에 대한 고객 불만 리뷰,사진과 다르게 꽃의 크기가 작고 색상도 진핑크가 아닌 연핑크에 가까워서 실망스럽습니다.,Non-Sarcasm,"사진과 실제 꽃의 크기와 색상 차이에 대한 직접적인 불만을 표현하고 있으며, 비꼬거나 과장된 표현이 없기 때문에 풍자가 아닙니다."
제품 사용 경험에 대한 부정적인 리뷰,이 제품으로는 다이소에서 파는 스티커도 붙이지 못할 것 같아요!,Sarcasm,제품의 성능을 비꼬아 다이소에서 파는 간단한 스티커조차 붙이지 못할 것이라는 과장된 표현을 사용하여 풍자합니다.
제품 사용 경험에 대한 부정적인 리뷰,제품 사용이 매우 어려워서 결국 붙이지 않기로 했습니다. 다이소에서 다른 제품을 사는 것이 더 나을 것 같습니다.,Non-Sarcasm,"제품의 사용이 어렵다는 점을 직접적으로 표현하고, 대안을 제시하며 사실을 전달하고 있어 비꼬는 요소가 없습니다."
배송 예정일에 갑작스러운 입원으로 인해 침대 수령을 고민한 고객의 리뷰,"침대 하나 받으려고 이렇게 많은 드라마를 겪어야 하다니, 정말 대단한 서비스네요.",Sarcasm,침대 수령을 위해 겪은 복잡한 상황을 풍자적으로 강조하며 서비스의 비효율성을 비꼬는 표현입니다.
배송 예정일에 갑작스러운 입원으로 인해 침대 수령을 고민한 고객의 리뷰,침대 수령을 고민했지만 비용이 16만원이라 받아야겠다고 결정했습니다.,Non-Sarcasm,"침대 수령과 관련된 실제 상황을 사실적으로 설명하고 있으며, 비꼬는 요소가 없기 때문에 풍자가 아닙니다."
신생아에게 제품을 구매했지만 사용하지 않게 된 것에 대한 아쉬움,신생아라 아직 제품을 잘 사용하지 않게 되어서 아쉽습니다.,Non-Sarcasm,"신생아에게 제품을 사용하지 않는 상황을 사실적으로 표현하고 있으며, 비꼬는 요소 없이 직접적인 아쉬움을 표현하고 있습니다."
노트북의 디자인과 안정성에 대한 리뷰,"색깔은 예쁜데, 노트북이 춤을 추네요.",Sarcasm,"노트북이 흔들리는 것을 '춤춘다'고 표현하며, 제품의 안정성 문제를 비꼬고 있기 때문에 풍자입니다."
노트북의 디자인과 안정성에 대한 리뷰,"색상은 마음에 드는데, 노트북이 좌우로 많이 흔들려서 안정성이 부족합니다.",Non-Sarcasm,"색상과 안정성에 대한 문제를 직접적으로 언급하며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임 구매에 대한 후회와 불만을 표현한 리뷰,이 게임을 구매한 것을 후회하고 있습니다.,Non-Sarcasm,"구매에 대한 후회를 직접적으로 표현하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
인덕션 호환성에 대한 고객 불만 리뷰,"인덕션에서 사용할 수 있다고 해서 구매했으나, 실제로는 인덕션에서 사용이 불가능해 반품을 원합니다.",Non-Sarcasm,"제품의 사용 불가능성을 명확하게 전달하고 있으며, 감정적인 과장이나 비꼬는 표현 없이 사실을 진술하고 있기 때문에 풍자가 아닙니다."
제품의 품질에 대한 불만과 냄새 문제에 대한 리뷰,"가격만큼의 가치라더니, 향수로 쓸 수 있겠어요.",Sarcasm,제품의 냄새 문제를 비꼬기 위해 '향수'라는 단어를 사용하여 풍자적으로 표현하고 있습니다.
제품의 품질에 대한 불만과 냄새 문제에 대한 리뷰,"가격에 비해 품질이 낮고, 냄새가 아직도 남아 있어 불만족스럽습니다.",Non-Sarcasm,"가격 대비 품질과 냄새 문제를 직접적으로 언급하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 내구성에 대한 부정적인 리뷰,"떨어뜨리면 깨지는 마법의 유리, 디자인은 정말 예뻐요!",Sarcasm,"‘마법의 유리’라는 표현을 사용하여 내구성이 약한 제품을 비꼬고 있으며, 디자인만 예쁘다고 강조하여 풍자적인 표현을 사용했습니다."
제품의 내구성에 대한 부정적인 리뷰,디자인은 예쁘지만 내구성이 약해 떨어뜨리자마자 깨졌습니다.,Non-Sarcasm,"제품의 디자인과 내구성에 대한 문제를 직접적으로 설명하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
음식의 재료 배합에 대한 불만 리뷰,깻잎 대신 젓갈을 주문했던 건가 봐요!,Sarcasm,젓갈이 너무 많이 들어간 상황을 깻잎 대신 젓갈을 주문한 것처럼 비꼬는 표현이기 때문에 풍자입니다.
음식의 재료 배합에 대한 불만 리뷰,젓갈이 너무 많이 들어가 깻잎의 향이 전혀 느껴지지 않아 아쉽습니다.,Non-Sarcasm,젓갈의 과다 사용으로 인해 깻잎의 향이 느껴지지 않는다는 점을 직접적으로 설명하고 있어 풍자적 요소가 없습니다.
재주문한 상품의 수량이 줄어든 것에 대한 불만,재주문할 때마다 수량이 줄어드는 마법을 경험하고 있네요.,Sarcasm,수량이 줄어드는 상황을 '마법'이라고 표현하여 비꼬고 있으므로 풍자입니다.
재주문한 상품의 수량이 줄어든 것에 대한 불만,재주문했는데 이전보다 수량이 줄어들어 실망스럽습니다.,Non-Sarcasm,"수량 감소에 대한 실망을 직접적으로 표현하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품 장착의 어려움에 대한 불만 리뷰,장착이 이렇게 어려울 줄 알았으면 조립 전문가 자격증부터 딸 걸 그랬네요.,Sarcasm,장착의 어려움을 조립 전문가 자격증이 필요하다는 과장된 표현으로 비꼬고 있어 풍자입니다.
제품 장착의 어려움에 대한 불만 리뷰,장착 과정이 너무 복잡해서 결국 포기했습니다.,Non-Sarcasm,"장착의 어려움을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 품질에 대한 부정적인 리뷰,제품이 기대에 미치지 못하고 자꾸 흘러내립니다.,Non-Sarcasm,"제품의 품질 문제를 직접적으로 언급하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임의 재미나 품질에 대한 불만을 표현하는 리뷰,이 게임 덕분에 베필의 소중함을 다시 깨달았어요.,Sarcasm,"현재 게임의 질을 낮게 평가하며, 다른 게임인 '배틀필드'의 가치를 역설적으로 강조하는 표현이기 때문에 풍자입니다."
게임의 재미나 품질에 대한 불만을 표현하는 리뷰,이 게임을 하느니 차라리 배틀필드를 하는 게 나을 것 같습니다.,Non-Sarcasm,"현재 게임보다 '배틀필드'가 더 낫다는 직접적인 비교를 통해 불만을 표현하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
윈도우 운영체제의 불안정성과 재설치 후 발생한 문제에 대한 사용자 불만,"윈도우가 내 컴퓨터를 완전히 장악했네요, 재설치도 소용없어요! ㅋㅋ",Sarcasm,윈도우가 사용자의 컴퓨터를 지배하고 있다는 과장된 표현을 통해 불만을 비꼬는 방식이기 때문에 풍자입니다.
윈도우 운영체제의 불안정성과 재설치 후 발생한 문제에 대한 사용자 불만,"윈도우가 자주 튕겨서 재설치했지만, 여전히 실행이 되지 않습니다.",Non-Sarcasm,"문제를 사실적으로 설명하고 있으며, 감정적인 과장이나 비꼬는 표현 없이 단순히 상황을 전달하고 있기 때문에 풍자가 아닙니다."
제모 제품 또는 서비스에 대한 불만 리뷰,이 제품 덕분에 자연미를 그대로 유지할 수 있었어요!,Sarcasm,‘자연미를 유지’라는 표현을 사용하여 제모가 되지 않은 상태를 비꼬고 있기 때문에 풍자입니다.
제모 제품 또는 서비스에 대한 불만 리뷰,제모 효과가 전혀 없었습니다.,Non-Sarcasm,제모 효과가 없다는 사실을 직접적으로 전달하고 있어 풍자적 요소가 없습니다.
게임 실행 불가 및 환불 불가에 대한 고객 불만 리뷰,"게임이 안 켜지는데, 환불은 꿈도 꾸지 말라니, 정말 고객 친화적이네요!",Sarcasm,고객 서비스가 부족하다는 점을 비꼬기 위해 '고객 친화적'이라는 표현을 반어적으로 사용하여 풍자하고 있습니다.
게임 실행 불가 및 환불 불가에 대한 고객 불만 리뷰,게임이 실행되지 않고 환불도 불가능하여 매우 불만족스럽습니다.,Non-Sarcasm,"게임 실행 문제와 환불 불가 상황에 대해 직접적으로 불만을 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임의 초반 요소에 대한 긍정적인 평가와 후반부에 대한 실망감,"초반의 캐릭터 성장과 전투가 좋았지만, 시간이 지날수록 흥미를 잃고 내가 왜 이 게임을 하고 있는지 고민하게 되었습니다.",Non-Sarcasm,"게임의 초반 요소는 긍정적으로 평가하고 후반부의 실망감을 솔직하게 드러내어, 사실을 전달하고 있어 풍자가 아닙니다."
게임의 스토리와 콘텐츠 부족에 대한 불만 리뷰,스토리 끝나고 나면 할 게 없어서 인생의 의미를 찾고 있습니다.,Sarcasm,게임 스토리를 클리어한 후의 공허함을 과장하여 인생의 의미를 찾는다는 표현으로 풍자적으로 상황을 비꼬고 있습니다.
게임의 스토리와 콘텐츠 부족에 대한 불만 리뷰,"정상전쟁 스토리를 완료한 후 할 것이 없어 지루하고, 캐릭터를 모두 키우고 나면 진짜 할 것이 없어져서 후회가 듭니다.",Non-Sarcasm,"게임의 스토리와 콘텐츠 부족에 대한 직접적인 불만을 표현하고 있으며, 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
콘텐츠나 활동에 대한 흥미 부족을 표현한 리뷰,"와, 이거 정말 재미 폭발이네요. 졸릴 정도로!",Sarcasm,‘재미 폭발’이라는 과장된 표현을 사용하여 실제로는 재미없음을 비꼬는 방식이기 때문에 풍자입니다.
콘텐츠나 활동에 대한 흥미 부족을 표현한 리뷰,이 콘텐츠는 제게는 좀 지루하게 느껴졌습니다.,Non-Sarcasm,"콘텐츠에 대한 개인적인 의견을 솔직하게 표현하고 있으며, 과장이나 비꼼 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
"게임의 디자인이나 분위기는 좋지만, 실제 재미 요소가 부족하다는 리뷰","페이데이 분위기는 제대로 살렸는데, 재미는 은행에 두고 오셨나 봐요.",Sarcasm,"게임의 분위기를 잘 살렸다는 점을 칭찬하면서도, 실제 재미 요소는 없다는 점을 비꼬아 표현했기 때문에 풍자입니다."
"게임의 디자인이나 분위기는 좋지만, 실제 재미 요소가 부족하다는 리뷰","게임의 분위기나 디자인은 좋지만, 재미 요소가 부족합니다.",Non-Sarcasm,"게임의 장점과 단점을 직접적으로 언급하며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
상품 설명의 부족함에 대한 고객 불만 리뷰,상품 설명이 너무 친절해서 아무것도 못 알아보겠네요.,Sarcasm,‘너무 친절하다’는 표현을 반어적으로 사용하여 설명이 부족함을 비꼬고 있기 때문에 풍자입니다.
상품 설명의 부족함에 대한 고객 불만 리뷰,상품을 제대로 주문할 수 있도록 상세한 설명이 필요합니다.,Non-Sarcasm,"상품 설명의 부족함을 직접적으로 지적하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 내구성에 대한 불만 리뷰,이 제품은 조립하면서 부러지기 위해 태어난 것 같아요.,Sarcasm,조립 중에 부러진 제품을 '부러지기 위해 태어났다'고 표현하여 제품의 내구성을 비꼬고 있기 때문에 풍자입니다.
제품의 내구성에 대한 불만 리뷰,가격은 저렴했지만 조립 중에 부러질 정도로 내구성이 약합니다.,Non-Sarcasm,"제품의 내구성 문제를 직접적으로 언급하며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임 현지화 부족에 대한 강한 불만 표현,"31만명 유저가 있어도 한글화는 사치인가 보네요. 베데스다, 당신들은 정말 대단해요!",Sarcasm,"‘한글화는 사치인가 보네요’라는 표현을 통해 베데스다의 현지화 부족을 비꼬고 있으며, 강한 불만을 풍자적으로 전달하고 있습니다."
게임 현지화 부족에 대한 강한 불만 표현,31만명의 유저가 있는 커뮤니티가 있음에도 불구하고 게임의 한글화가 이루어지지 않고 있어 매우 실망스럽습니다. 앞으로 현지화가 없다면 베데스다 게임을 구매할 생각이 없습니다.,Non-Sarcasm,"현지화 부족에 대한 직접적인 불만을 표현하고 있으며, 감정을 과장하지 않고 사실적으로 전달하고 있기 때문에 풍자가 아닙니다."
정품 제품에 대한 가격과 품질 불만 리뷰,정품을 샀지만 가격에 비해 품질이 만족스럽지 않아 반품하고 싶습니다. 다음에는 한국 제품으로 다시 구매할 예정입니다.,Non-Sarcasm,"제품의 품질에 대한 불만을 솔직하게 표현하고 있으며, 반품 의사를 명확히 전달하고 있어 비꼬는 요소가 없습니다."
상품 크기에 대한 불만을 나타내는 리뷰,사진 속 핏은 마법 같은 착시였나 봐요.,Sarcasm,"사진 속 핏을 '마법 같은 착시'라고 표현하여, 실제 상품이 기대와 다름을 비꼬는 표현이기 때문에 풍자입니다."
상품 크기에 대한 불만을 나타내는 리뷰,실제 제품의 크기가 사진과 많이 달라 실망했습니다.,Non-Sarcasm,"상품의 실제 크기가 사진과 다르다는 점을 직접적으로 설명하며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
구매 시 제공된다고 한 신세계상품권이 제공되지 않은 것에 대한 불만,신세계상품권? 그건 전설 속의 이야기인가 보네요.,Sarcasm,"상품권이 존재하지 않는 것처럼 비꼬며, 약속된 혜택이 제공되지 않은 상황을 풍자적으로 표현하고 있습니다."
구매 시 제공된다고 한 신세계상품권이 제공되지 않은 것에 대한 불만,4개나 구매했는데도 신세계상품권을 받지 못했습니다.,Non-Sarcasm,"상품권이 제공되지 않은 사실을 직접적으로 언급하고 있으며, 과장되거나 비꼬는 표현이 없어 풍자가 아닙니다."
사이즈 오배송에 대한 고객의 실망감 표현,"오, 제가 주문한 사이즈가 아닌 걸 보내주셔서 깜짝 선물 받은 기분이에요!",Sarcasm,원치 않은 사이즈를 '깜짝 선물'로 표현하여 오배송에 대한 불만을 비꼬고 있기 때문에 풍자입니다.
사이즈 오배송에 대한 고객의 실망감 표현,주문한 사이즈와 다른 제품이 배송되어 매우 실망했습니다.,Non-Sarcasm,"오배송에 대한 실망을 직접적으로 표현하며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임의 시스템 요구 사항 문제와 이에 따른 불만을 표현한 리뷰,이 게임 덕분에 최신 사양의 필요성을 다시 한 번 느끼게 되네요.,Sarcasm,"최신 사양이 필요하다는 점을 강조하며, 게임 실행의 어려움을 비꼬는 표현이기 때문에 풍자입니다."
게임의 시스템 요구 사항 문제와 이에 따른 불만을 표현한 리뷰,이 게임은 시스템 사양이 맞지 않아 실행이 어려워 다른 게임을 선택할 것 같습니다.,Non-Sarcasm,"시스템 요구 사항 문제로 인해 게임 실행이 어렵다는 점을 직접적으로 설명하고 있으며, 풍자적 요소가 없습니다."
게임 서버 안정성에 대한 부정적인 리뷰,"오픈 첫날 주말에 서버를 닫는 기술력이라니, 정말 놀라워요!",Sarcasm,서버가 닫힌 상황을 '기술력'이라는 긍정적인 표현으로 비꼬아 말하고 있어 풍자입니다.
게임 서버 안정성에 대한 부정적인 리뷰,오픈 첫날 주말 동안 서버가 닫혀 있어서 실망스럽습니다.,Non-Sarcasm,"서버가 닫힌 상황에 대한 직접적인 실망을 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품 사용의 어려움과 품질에 대한 불만 리뷰,"핀셋 없는 퍼즐 게임, 손재주가 필요하네요.",Sarcasm,"핀셋이 없는 상황을 '퍼즐 게임'에 비유하며, 사용의 어려움을 비꼬고 있습니다."
제품 사용의 어려움과 품질에 대한 불만 리뷰,"핀셋이 없어서 사용할 수 없으며, 제품의 품질이 낮아 보입니다.",Non-Sarcasm,제품 사용의 불편함과 품질 문제를 직접적으로 표현하고 있어 풍자적 요소가 없습니다.
제품의 일관성 없는 품질에 대한 불만 리뷰,매번 다른 키 높이로 깜짝 선물을 주네요!,Sarcasm,제품의 일관성 없는 품질을 마치 긍정적인 특징인 것처럼 비꼬아 표현하고 있어 풍자입니다.
제품의 일관성 없는 품질에 대한 불만 리뷰,제품의 키 높이가 일관되지 않게 나옵니다.,Non-Sarcasm,"제품의 문제를 직접적으로 지적하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
게임 또는 소프트웨어의 한국어 지원 문제에 대한 불만,"한국어 지원이라고 해서 기대했는데, 어쩌면 제가 다른 언어를 배우는 기회를 얻었나 보네요.",Sarcasm,"한국어 지원이 되어 있지 않음을 비꼬기 위해, 다른 언어를 배우는 기회로 삼는다는 역설적인 표현을 사용했기 때문에 풍자입니다."
게임 또는 소프트웨어의 한국어 지원 문제에 대한 불만,한국어 지원이라고 명시되어 있었지만 실제로는 한글화가 되어 있지 않습니다.,Non-Sarcasm,한국어 지원이 명시되어 있었지만 실제로는 한글화가 되지 않았다는 사실을 직접적으로 지적하고 있어 풍자가 아닙니다.
제품의 원산지에 대한 실망과 관련된 리뷰,"일본산인지 모르고 샀으니, 이제 깜짝 선물로 받아들여야겠네요!",Sarcasm,원치 않는 일본산 제품을 '깜짝 선물'이라고 표현하여 구매 실수를 비꼬고 있기 때문에 풍자입니다.
제품의 원산지에 대한 실망과 관련된 리뷰,"제품을 뜯어보지 않았고, 일본산인지 모르고 구매했습니다.",Non-Sarcasm,"제품의 원산지에 대한 실수를 사실적으로 표현하고 있으며, 비꼬거나 과장된 표현이 없기 때문에 풍자가 아닙니다."
행사품의 품질과 고객 서비스에 대한 불만 리뷰,"행사품이라 그런지 꽃이 시들어도 사과 한 마디 없네요, 정말 친절하시군요.",Sarcasm,고객 서비스의 부족함과 상품의 질을 비꼬는 방식으로 표현하여 풍자적인 의미를 가지고 있습니다.
행사품의 품질과 고객 서비스에 대한 불만 리뷰,"행사품의 꽃이 시들어 있었고, 배송 전에 다른 사람의 사진을 보내주신 것에 대해 사과도 없었습니다. 재구매는 고려하지 않을 것 같습니다.",Non-Sarcasm,"상품의 품질과 고객 서비스에 대한 불만을 사실적으로 전달하고 있으며, 비꼬거나 과장된 표현 없이 직접적으로 의견을 제시하고 있기 때문에 풍자가 아닙니다."
열빙어 제품에 대한 고객의 실망 리뷰,"이건 열빙어가 아니라 열빙어의 꿈인가 봐요, 알이 하나도 없네요 ㅎㅎ",Sarcasm,"열빙어의 품질 문제를 비꼬며, '열빙어의 꿈'이라는 표현을 사용해 실망감을 풍자적으로 표현하고 있습니다."
열빙어 제품에 대한 고객의 실망 리뷰,구매한 열빙어의 대부분이 알이 없거나 작아서 실망했습니다. 동영상과는 다르게 품질이 좋지 않았습니다.,Non-Sarcasm,"제품의 품질에 대한 구체적인 불만을 전달하고 있으며, 감정적인 과장이나 비꼼이 없기 때문에 풍자가 아닙니다."
배송 지연에 대한 고객의 강한 불만 리뷰,"대한통운이 배송하는 건가요, 아니면 우주 여행 중인가요?",Sarcasm,‘우주 여행’이라는 비유를 사용하여 배송 지연을 극단적으로 비꼬는 표현이기 때문에 풍자입니다.
배송 지연에 대한 고객의 강한 불만 리뷰,배송이 일주일이나 걸려서 매우 불만족스럽습니다. 대한통운은 다시는 이용하고 싶지 않습니다.,Non-Sarcasm,"배송 지연에 대한 직접적인 불만을 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
퍼즐 게임의 디자인과 플레이 방식에 대한 부정적인 리뷰,이 게임은 정말 창의력과 논리적 사고를 뺏는 데 특화되어 있네요!,Sarcasm,"퍼즐 게임의 디자인을 비꼬며, 창의적이지 못하다는 점을 풍자적으로 표현하고 있습니다."
퍼즐 게임의 디자인과 플레이 방식에 대한 부정적인 리뷰,여러 가지 답이 존재하지만 강제로 하나의 답을 요구하는 방식이 불편합니다.,Non-Sarcasm,"게임의 특정 디자인 요소에 대한 불만을 직접적으로 전달하고 있으며, 과장이나 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
과자 또는 음식의 질에 대한 부정적인 리뷰,이건 부스러기 전용 간식인가요? 밖에서 먹기엔 너무 위험해요!,Sarcasm,부스러기가 많이 나서 밖에서 먹기 어려운 점을 과장하여 비꼬는 표현입니다.
과자 또는 음식의 질에 대한 부정적인 리뷰,"부스러기가 너무 많이 나서 외부에서 먹기 어렵고, 집에서 소근육 훈련용으로도 적합하지 않습니다. 한과의 느낌인지도 잘 모르겠습니다.",Non-Sarcasm,"제품의 질에 대한 문제를 사실적으로 지적하고 있으며, 비꼬거나 과장된 표현 없이 직접적인 불만을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 성능에 대한 고객 불만 리뷰,"이 제품은 정말 '잡는' 데 재능이 있네요, 잡은 건 오히려 제 돈뿐이지만요!",Sarcasm,"제품의 성능이 형편없음을 비꼬는 방식으로 표현하며, '잡는'이라는 단어를 사용해 반어적인 의미를 부여하고 있습니다."
제품의 성능에 대한 고객 불만 리뷰,기대했던 것과 달리 성능이 매우 저조하여 한 마리도 잡지 못했습니다. 반품도 불가능해 매우 실망스럽습니다.,Non-Sarcasm,"제품의 성능에 대한 불만을 직접적으로 표현하며, 사실적인 설명으로 실망감을 전달하고 있어 풍자가 아닙니다."
마우스와 키보드로 게임을 조작하기 어려운 점에 대한 부정적인 리뷰,이 게임은 마우스와 키보드 유저를 위한 퍼즐 게임인가 봐요. 조작이 너무 어렵네요.,Sarcasm,조작의 어려움을 퍼즐 게임에 비유하며 비꼬는 표현을 사용하여 풍자적 요소가 있습니다.
마우스와 키보드로 게임을 조작하기 어려운 점에 대한 부정적인 리뷰,마우스와 키보드로 게임을 하기에는 조작감이 너무 어려워서 플레이하기 힘듭니다.,Non-Sarcasm,"게임 조작의 어려움을 직접적으로 표현하고 있으며, 비꼬거나 과장된 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
유아용 제품에서 이물질 발견에 대한 우려와 문의,이물질이 들어있는 건 요즘 유행인가요? 신제품 컨셉인가 보네요.,Sarcasm,이물질이 들어있는 것을 마치 새로운 트렌드나 제품의 특징인 것처럼 비꼬아 표현하고 있어 풍자입니다.
유아용 제품에서 이물질 발견에 대한 우려와 문의,유아용 제품 안에 이물질이 있는 것 같아 걱정됩니다. 원래 포함된 것인지 확인 부탁드립니다.,Non-Sarcasm,"제품의 문제에 대해 직접적으로 우려를 표명하고 있으며, 비꼬는 표현 없이 사실을 전달하고 있기 때문에 풍자가 아닙니다."
제품의 디자인과 편안함에 대한 부정적인 리뷰,이 제품 덕분에 불편함의 새로운 경지를 경험했어요!,Sarcasm,"제품의 불편함을 과장하여 비꼬는 표현으로, 불편함을 오히려 새로운 경험이라고 표현하여 풍자적입니다."
제품의 디자인과 편안함에 대한 부정적인 리뷰,제품이 불편하고 디자인이 마음에 들지 않습니다.,Non-Sarcasm,"제품의 단점에 대해 직접적으로 언급하며, 과장이나 비꼼 없이 사실을 전달하고 있어 풍자가 아닙니다."
상품 불량과 높은 반품 비용에 대한 고객 불만 리뷰,"반품 비용이 5000원이라니, 이 상품을 집에서 예술 작품으로 전시해야겠어요!",Sarcasm,상품을 집에서 '예술 작품'으로 전시한다는 과장된 표현을 사용하여 반품 비용의 부담을 비꼬고 있기 때문에 풍자입니다.
상품 불량과 높은 반품 비용에 대한 고객 불만 리뷰,"상품의 후크 간격이 맞지 않아 반품하려 했지만, 택배비가 5000원이라 포기했습니다.",Non-Sarcasm,"상품의 문제와 반품 비용의 부담을 사실적으로 설명하고 있으며, 비꼬는 표현 없이 직접적인 불만을 나타내고 있기 때문에 풍자가 아닙니다."
